,text,label
26039,"Co-Amoxiclav, Powder for Oral Suspension (see reverse for formulation), -",Prescription Drug (Rx)
26040,"Co-Amoxiclav, Powder for Oral Suspension, -",Prescription Drug (Rx)
26041,"Co-Amoxiclav, Powder for Oral Suspension, -",Prescription Drug (Rx)
26042,"Amlodipine (as besilate), Tablet, -",Prescription Drug (Rx)
26043,"Telmisartan, Tablet, -",Prescription Drug (Rx)
26044,"Telmisartan, Tablet, -",Prescription Drug (RX)
26045,"Telmisartan, Tablet, Angiotensin II Receptor Blocker",Prescription Drug (RX)
26046,"Bisacodyl, Tablet, -",Over-The-Counter (OTC)
26047,"Ferrous Sulfate + Folic Acid, Film-coated Tablet, Anti-anemic",Over-the-Counter (OTC) Drug
26048,"d-Alpha Tocopherol (Vitamin E), Soft Gelatin Capsule, -",Over-The-Counter (OTC)
26049,"Loratadine, Tablet, -",Prescription Drug (RX)
26050,"Multivitamins + Iron + Buclizine Hydrochloride + Lysine Hydrochloride, Capsule, Vitamin / Appetite Stimulant",Prescription Drug (Rx)
26051,"Irbesartan, Film-Coated Tablet, Angiotensin-II-Receptor Blocker",Prescription Drug (Rx)
26052,"Pregabalin, Capsule, Antiepileptic",Prescription Drug (Rx)
26053,"Loperamide hydrochloride, Capsule, Antimotility",Over-the-Counter (OTC) Drug
26054,"Irbesartan, Film-Coated Tablet, Angiotensin-II-Receptor Blocker",Prescription Drug (Rx)
26055,"Ascorbic Acid, Tablet, Vitamins",Over-the-Counter (OTC) Drug
26056,"Hydrogen Peroxide, Topical Solution, Antiseptic/Disinfectant",Household Remedy (HR)
26057,"Methyldopa (as Sesquihydrate), Film-Coated Tablet, Centrally Acting Antihypertensive (Alpha-2 Adrenoreceptor Agonist)",Prescription Drug (Rx)
26058,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
26059,"Aluminum Hydroxide + Magnesium Hydroxide, Suspension, -",Over-the-Counter (OTC)
26060,"Ceftazidime, Powder For Injection (IM/IV), Antibacterial (Cephalosporins)",Prescription Drug (RX)
26061,"Cetirizine (as Dihydrochloride) + Phenylephrine.
Hydrochloride, Syrup (Orange Flavor), -",Over-the-Counter (OTC)
26062,"Paracetamol + Phenylephrine hydrochloride +
Chlorphenamine maleate, Oral Suspension  (Strawberry Flavor), -",Over-the-Counter (OTC)
26063,"Docetaxel trihydrate, Concentrate Solution for IV, -",Prescription Drug (RX)
26064,"Ibrutinib, Film-Coated Tablet, Antineoplastic Agent (Protein Kinase Inhibitor)",Prescription Drug (RX)
26065,"Ibrutinib, Film-Coated Tablet, Antineoplastic Agent (Protein Kinase Inhibitor)",Prescription Drug (RX)
26066,"Menthol + Camphor + Borneol + Eucalyptus Oil, Inhaler, -",Household Remedy (HR)
26067,"Tadalafil, Orodispersible Film, -",Prescription Drug (RX)
26068,"Tadalafil, Orodispersible Film, -",Prescription Drug (RX)
26069,"Tadalafil, Orodispersible Film, -",Prescription Drug (RX)
26070,"Meropenem, Powder for Injection (I.V.), -",Prescription Drug (RX)
26071,"Metformin Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
26072,"Itraconazole, Capsule, -",Prescription Drug (RX)
26073,"Itraconazole, Capsule, -",Prescription Drug (RX)
26074,"Isotretinoin, Softgel Capsule, Anti-acne (Retinoid)",Prescription Drug (RX)
26075,"Isotretinoin, Softgel Capsule, -",Prescription Drug (RX)
26076,"Losartan Potassium + Hydrochlorothiazide, Film-Coated Tablet, -",Prescription Drug (RX)
26077,"Ibandronic Acid (as sodium monohydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26078,"Clarithromycin, Film-Coated Tablet, -",Prescription Drug (RX)
26079,"Mometasone furoate (as monohydrate), aqueous nasal spray, -",Prescription Drug (RX)
26080,"Carnitine Orotate + Liver Extract Antitoxic Fraction + Riboflavin (Vitamin B2) + Adenine hydrochloride (Vitamin B4) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), Capsule, Hepatoprotector",Prescription (Rx) Drug
26081,"Metoclopramide Hydrochloride, Oral Solution, -",Prescription Drug (RX)
26082,"Acetated Ringer's Solution, Solution for I.V. Infusion, -",Prescription Drug (RX)
26083,"Moxifloxacin (as hydrochloride) + Dexamethasone
phosphate (as sodium), Ophthalmic Solution, -",Prescription Drug (RX)
26084,"Clobetasol propionate, Topical Ointment, -",Prescription Drug (RX)
26085,"Clobetasol propionate, Topical Ointment, -",Prescription Drug (RX)
26086,"Thymalfasin, Lyophilized Powder for Injection (SC), -",Prescription Drug (RX)
26087,"Cefepime (as hydrochloride) (with L-Arginine), Powder for Injection (I.M./I.V.), -",Prescription Drug (RX)
26088,"Acetylcysteine, Effervescent Tablet, -",Prescription Drug (RX)
26089,"Candesartan cilexetil, Tablet, -",Prescription (RX) Drug
26090,"Dolutegravir (as sodium), Film-Coated Tablet, Direct Acting Antiviral (Integrase Inhibitor)",Prescription Drug (Rx)
26091,"Ascorbic Acid + Zinc, Syrup, -",Over-the-Counter (OTC)
26092,"Phospholipids, Capsule, -",Over-the-Counter (OTC)
26093,"Ascorbic Acid + Colecalciferol (Vitamin D,) + Zinc, Effervescent Tablet, -",Over-the-Counter (OTC)
26094,"Sodium Bicarbonate, Tablet, -",Over-the-Counter (OTC)
26095,"Ferrous fumarate + Folic Acid (Vitamin B9), Capsule, -",Over-the-Counter (OTC)
26096,"Ferrous sulfate + Folic Acid (Vitamin B9), Film-Coated Tablet, -",Over-the-Counter (OTC)
26097,"Folic Acid (Vitamin B9), Film-Coated Tablet, Anti-anemic preparation",Over-the-Counter (OTC)
26098,"Ferrous fumarate+ Folic Acid (Vitamin B9), Tablet, -",Over-the-Counter (OTC)
26099,"Ferrous fumarate+ Folic Acid (Vitamin B9), Capsule, -",Over-the-Counter (OTC)
26100,"Paracetamol, Tablet, Analgesic/ Antipyretic",Over-the-Counter (OTC)
26101,"Pantoprazole (as sodium sesquihydrate) +
Domperidone, Modified Release Capsule, -",Prescription Drug (RX)
26102,"Methylergometrine maleate, Film-Coated Tablet, -",Prescription Drug (RX)
26103,"Methyldopa, Film-Coated Tablet, -",Prescription Drug (RX)
26104,"Co-Amoxiclav, Film-Coated Tablet, -",Prescription Drug (RX)
26105,"Bevacizumab, Concentrate for Solution for
Infusion (IV), -",Prescription Drug (RX)
26106,"Bevacizumab, Concentrate for Solution for
Infusion (IV), -",Prescription Drug (RX)
26107,"Rosuvastatin (as calcium), Film-Coated Tablet, -",Prescription Drug (RX)
26108,"Peppermint Oil+ Eucalyptus Oil+ Methyl Salicylate + Camphor, Liniment, -",Household Remedy (HR)
26109,"Peppermint Oil+ Eucalyptus Oil+ Methyl Salicylate + Camphor, Liniment, -",Household Remedy (HR)
26110,"Peppermint Oil + Methyl Salicylate + Camphor, Ointment, -",Household Remedy (HR)
26111,"Peppermint Oil + Methyl Salicylate + Camphor, Ointment Stick, -",Household Remedy (HR)
26112,"Rivaroxaban, Film-Coated Tablet, -",Prescription Drug (RX)
26113,"Propofol, Emulsion for Injection (IV), -",Prescription Drug (RX)
26114,"Rivaroxaban, Film-Coated Tablet, -",Prescription Drug (RX)
26115,"Irbesartan, Film-Coated Tablet, Angiotensin-II-Receptor Blocker",Prescription Drug (Rx)
26116,"Bacitracin + Polymyxin B Sulfate + Neomycin, Ointment, -",Over-the-Counter (OTC)
26117,"Multivitamins + Minerals, Capsule, -",Over-the-Counter (OTC)
26118,"Colecalciferol (Vitamin D3), Softgel Capsule, -",Over-the-Counter (OTC) Drug
26119,"Mupirocin, Topical Ointment, Antibacterial",Over-the-Counter (OTC) Drug
26120,"Calcium (as Carbonate), Tablet, -",Over-the-Counter (OTC)
26121,"Calcium (as Carbonate), Tablet, -",Over-the-Counter (OTC) Drug
26122,"Calcium + Colecalciferol (Vitamin D3), Tablet, -",Over-the-Counter (OTC)
26123,"Clobetasol Propionate, Ointment, -",Prescription Drug (RX)
26124,"Colecalciferol (Vitamin D3), Softgel Capsule, -",Over-the-Counter (OTC) Drug
26125,"Lisinopril (as dihydrate), Tablet, -",Prescription Drug (RX)
26126,"Bisoprolol fumarate, Film Coated Tablet, -",Prescription Drug (RX)
26127,"Bisoprolol fumarate, Film Coated Tablet, -",Prescription Drug (RX)
26128,"Bisoprolol fumarate, Film Coated Tablet, -",Prescription Drug (RX)
26129,"Gabapentin, Film Coated Tablet, -",Prescription Drug (RX)
26130,"Apixaban, Film-Coated Tablet, -",Prescription Drug (RX)
26131,"Apixaban, Film Coated Tablet, -",Prescription Drug (RX)
26132,"Amikacin (as sulfate), Solution for Injection
(I.M./I.V.), -",Prescription Drug (RX)
26133,"Cetirizine Dihydrochloride, Syrup (Oral Drops) [Grape Flavor], -",Over-the-Counter (OTC) Drug
26134,"Oral Rehydration Salts, Granules for Oral
Solution (Orange Flavor), -",Over-the-Counter (OTC) Drug
26135,"Guaifenesin Phenylpropanolamine Hydrochloride +
Chlorphenamine Maleate, Syrup, -",Over-the-Counter (OTC) Drug
26136,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC)
26137,"Valacyclovir (as hydrochloride), Film Coated Tablet, -",Prescription Drug (RX)
26138,"Atropine sulfate, Solution for Injection (IM/IV/SC), -",Prescription Drug (RX)
26139,"Medical Grade Oxygen, None, -",None
26140,"Herpes Zoster Vaccine (recombinant, adjuvanted), Powder and Suspension for Suspension for Injection (IM), -",Prescription Drug (RX)
26141,"Metformin Hydrochloride, Film-coated Tablet, -",Prescription Drug (RX)
26142,"Gemcitabine (as hydrochloride), Powder for Solution for Injection (IV), -",Prescription Drug (RX)
26143,"Losartan Potassium + Hydrochlorothiazide, Film-Coated Tablet, -",Prescription Drug (RX)
26144,"Fenofibrate, Tablet, -",Prescription Drug (RX)
26145,"Metformin Hydrochloride, Prolonged release tablet, -",Prescription Drug (RX)
26146,"Midazolam, Solution for Injection
(IM/IV/Rectal), -",Prescription Drug (RX)
26147,"Clobetasol propionate, Ointment, -",Prescription Drug (RX)
26148,"Omeprazole (as sodium), Lyophilized Powder For Injection (IV), -",Prescription Drug (RX)
26149,"Piperacillin (as sodium) + Tazobactam (as sodium), Powder For Injection (IV), -",Prescription Drug (RX)
26150,"Piperacillin (as sodium) + Tazobactam (as sodium), Powder for Injection (IV), -",Prescription Drug (RX)
26151,"Pantoprazole (as sodium), Lyophilized Powder For Injection (IV), -",Prescription Drug (RX)
26152,"Metformin Hydrochloride, Prolonged-Release Tablet, -",Prescription Drug (RX)
26153,"Etoricoxib, Film-Coated Tablet, -",Prescription Drug (RX)
26154,"Etoricoxib, Film-Coated Tablet, -",Prescription Drug (RX)
26155,"Hydrocortisone Acetate, Topical Cream, -",Prescription Drug (RX)
26156,"Citicoline (as Sodium), Solution For Injection (IM/IV), -",Prescription Drug (RX)
26157,"Ofloxacin, Ophthalmic Solution, -",Prescription Drug (RX)
26158,"Rabeprazole sodium, Enteric-Coated Tablet, -",Prescription Drug (RX)
26159,"Azithromycin (as dihydrate), Film-Coated Tablet, Antibacterial (Macrolide)",Prescription Drug (RX)
26160,"Pregabalin, Capsule, Antiepileptic",Prescription Drug (RX)
26161,"Dacomitinib (as monohydrate), Film-Coated Tablet, Antineoplastic Agent (Epidermal Growth Receptor (EGFR) Tyrosine kinase Inhibitor)",Prescription Drug (RX)
26162,"Dacomitinib (as monohydrate), Film-Coated Tablet, Antineoplastic Agent (Epidermal Growth Factor Receptor (EGFR) Tyrosine kinase Inhibitor)",Prescription Drug (RX)
26163,"Dacomitinib (as monohydrate), Film-Coated Tablet, Antineoplastic Agent (Epidermal Growth Factor Receptor (EGFR) Tyrosine kinase Inhibitor)",Prescription Drug (RX)
26164,"Sitagliptin (as phosphate monohydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26165,"Dorzolamide (as hydrochloride), Ophthalmic Solution (Eye Drops), Antiglaucoma (Carbonic anhydrase inhibitor)",Prescription Drug (RX)
26166,"Memantine Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
26167,"Dexamethasone + Neomycin (as sulfate) + Polymyxin B Sulfate, Ophthalmic Suspension
(Eye Drops), -",Prescription Drug (RX)
26168,"Sevelamer Carbonate, Film-Coated Tablet, -",Prescription Drug (RX)
26169,"Fluorouracil, Solution For Injection (I.V.), -",Prescription Drug (RX)
26170,"Salbutamol (as sulfate) + Bromhexine Hydrochloride + Guaifenesin, Syrup, -",Prescription Drug (RX)
26171,"Clarithromycin, Film-Coated Tablet, -",Prescription Drug (RX)
26172,"Glutathione (reduced), Lyophilized Powder for Injection (I.M./I.V.), -",Prescription Drug (RX)
26173,"Doxorubicin hydrochloride, Solution for IV Injection, Antineoplastic",Prescription Drug (Rx)
26174,"Doxofylline, Tablet, -",Prescription Drug (RX)
26175,"0.9% Sodium Chloride, Solution for Intravenous
Infusion, -",Prescription Drug (RX)
26176,"Furosemide, Solution for Injection. (I.M./I.V.), -",Prescription Drug (RX)
26177,"Brexpiprazole, Film-Coated Tablet, -",Prescription Drug (RX)
26178,"Brexpiprazole, Film-Coated Tablet, -",Prescription Drug (RX)
26179,"Brexpiprazole, Film-Coated Tablet, -",Prescription Drug (RX)
26180,"Sitagliptin (as phosphate monohydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26181,"Sitagliptin (as phosphate monohydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26182,"Prednicarbate, Topical Cream, -",Prescription Drug (RX)
26183,"Medical Grade Oxygen, None, -",None
26184,"Sitagliptin (as phosphate monohydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26185,"Oral Rehydration Salts, Powder For Oral Solution (Orange Flavor), -",Household Remedy (HR)
26186,"Multivitamins + Minerals, Film-Coated Tablet, -",Over-the-Counter (OTC) Drug
26187,"Ethambutol Hydrochloride, Syrup, -",Prescription Drug (RX)
26188,"Ethambutol Hydrochloride, Syrup, -",Prescription Drug (RX)
26189,"Ethambutol hydrochloride, Syrup, -",Prescription Drug (RX)
26190,"Ethambutol Hydrochloride, Syrup, -",Prescription Drug (RX)
26191,"Colecalciferol (Vitamin D3) + Minerals, Tablet, -",Over-the-Counter (OTC) Drug
26192,"Apixaban, Film Coated Tablet, -",Prescription Drug (RX)
26193,"Apixaban, Film Coated Tablet, -",Prescription Drug (RX)
26194,"Brexpiprazole, Film Coated Tablet, -",Prescription Drug (RX)
26195,"Vildagliptin, Tablet, -",Prescription Drug (RX)
26196,"Dextromethorphan Hydrobromide, Tablet, -",Over-the-Counter (OTC)
26197,"Povidone-Iodine, Oral Solution (Pineapple Flavor), -",Household Remedy (HR)
26198,"Mupirocin, Ointment, -",Over-the-Counter (OTC)
26199,"Paracetamol, Tablet, -",Over-the-Counter (OTC)
26200,"Oral Rehydration Salts, Granules For Oral Solution, -",Household Remedy (HR)
26201,"Oral Rehydration Salts, Granules For Oral Solution, -",Household Remedy (HR)
26202,"Oral Rehydration Salts, Granules For Oral Solution, -",Household Remedy (HR)
26203,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC)
26204,"Oral Rehydration Salts, Granules For Oral Solution, -",Over-the-Counter (OTC)
26205,"Oral Rehydration Salts, Granules for Oral Solution, -",Over-the-Counter (OTC)
26206,"Oral Rehydration Salts, Granules for Oral Solution, -",Household Remedy (HR)
26207,"Paracetamol, Tablet, -",Over-the-Counter (OTC)
26208,"Ascorbic Acid + Zinc, Capsules, -",Over-the-Counter (OTC)
26209,"Chlorhexidine (as gluconate), Topical Solution, -",Over-the-Counter (OTC)
26210,"Loratadine + Betamethasone, Tablet, -",Prescription Drug (RX)
26211,"Methyldopa, Film-Coated Tablet, -",Prescription Drug (RX)
26212,"Miconazole (as nitrate), Oral Gel, -",Over-the-Counter (OTC)
26213,"Ferrous Sulfate + Folic Acid, Film-Coated Tablet, -",Over-the-Counter (OTC)
26214,"Povidone Iodine, Ointment, -",Household Remedy (HR)
26215,"Teneligliptin (as hydrobromide hydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26216,"Zinc, Tablet, -",Over-the-Counter (OTC) Drug
26217,"Medical Grade Oxygen, None, -",None
26218,"Cetrorelix (as acetate), Lyophilized Powder for Injection (S.C.), -",Prescription Drug (RX)
26219,"Ofloxacin, Ophthalmic Solution (Eye Drops), -",Prescription Drug (RX)
26220,"Cetrorelix (as acetate), Lyophilized Powder for Injection (S.C.), -",Prescription Drug (RX)
26221,"Cetrorelix (as acetate), Lyophilized Powder for Injection (S.C.), -",Prescription Drug (RX)
26222,"Metoclopramide, Film-Coated Tablet, -",Prescription Drug (RX)
26223,"Alglucosidase alfa, Powder For Concentrate For Solutions For Infusion (IV), -",Prescription Drug (RX)
26224,"Menthol + Methyl Salicylate + Eucalyptus Oil + Camphor, Medicated Oil, -",Household Remedy (HR)
26225,"Sugammadex (as sodium), Solution for Injection (IV), -",Prescription Drug (RX)
26226,"Sugammadex (as sodium), Solution for Injection (IV), -",Prescription Drug (RX)
26227,"Vincristine Sulfate, Solution for Injection (I.V.), -",Prescription Drug (RX)
26228,"Ascorbic Acid + Zinc, Film-Coated Tablet, -",Over-the-Counter (OTC)
26229,"Isopropyl Alcohol, Solution with Moisturizer (Bamboo Essence
Scent), -",Household Remedy (HR)
26230,"Ascorbic Acid + Zinc, Chewable Tablet, -",Over-the-Counter (OTC)
26231,"Ascorbic Acid + Zinc, Chewable Tablet, -",Over-the-Counter (OTC)
26232,"Ascorbic Acid + Zinc, Chewable Tablet, -",Over-the-Counter (OTC)
26233,"Ascorbic Acid + Zinc, Chewable Tablet, -",Over-the-Counter (OTC)
26234,"Letrozole, Film-Coated Tablet, -",Prescription Drug (RX)
26235,"Mometasone Furoate, Topical Cream, -",Over-the-Counter (OTC)
26236,"Cetirizine , Syrup , -",Over-the-Counter (OTC)
26237,"Multivitamins + Minerals, Syrup (Orange Flavor), -",Over-the-Counter (OTC)
26238,"Leflunomide, Film-Coated Tablet, Immunosuppressant",Prescription Drug (RX)
26239,"Clopidogrel Bisulfate, Film Coated Tablet, Antithrombotic (Antiplatelet)",Prescription Drug (RX)
26240,"Ibuprofen + Paracetamol, Capsule, Anti-inflammatory/Analgesic/Antipyretic",Over-The-Counter (OTC)
26241,"Omeprazole, Delayed-Release Capsule, Proton Pump Inhibitor",Prescription Drug (RX)
26242,"Zinc, Tablet, -",Over-The-Counter (OTC)
26243,"D-Alpha Tocopheryl Acid Succinate, Softgel, -",Over-The-Counter (OTC)
26244,"Thiamine (Vitamin B1)+ Pyridoxine (Vitamin B6) +
Cyanocobalamin (Vitamin B12) + Iron, Syrup, -",Over-the-Counter (OTC)
26245,"Multivitamins + Minerals, Effervescent Tablet, -",Over-the-Counter (OTC)
26246,"Isopropyl Alcohol, Solution, -",Household Remedy (HR)
26247,"Isopropyl Alcohol, Solution, -",Household Remedy (HR)
26248,"Isopropyl Alcohol, Solution, -",Household Remedy (HR)
26249,"Isopropyl Alcohol, Solution, -",Household Remedy (HR)
26250,"Isopropyl Alcohol, Solution, -",Household Remedy (HR)
26251,"Tranexamic Acid, Solution for Injection
(IM/IV), -",Prescription Drug (RX)
26252,"Atracurium Besilate, Solution For Injection (I.V.), -",Prescription Drug (RX)
26253,"Cholecalciferol (Vitamin D3), Softgel Capsule, -",Over-the-Counter (OTC)
26254,"Amlodipine (as besylate), Tablet, -",Prescription Drug (RX)
26255,"Fluconazole, Solution for IV Infusion, -",Prescription Drug (RX)
26256,"Ampicillin (as sodium), Powder For Injection (IM/IV), -",Prescription Drug (RX)
26257,"Sitagliptin (as phosphate monohydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26258,"Etoricoxib, Film-Coated Tablet, -",Prescription Drug (RX)
26259,"Docetaxel, Concentrate Solution for I.V. Infusion, -",Prescription Drug (RX)
26260,"Salbutamol (as sulfate), Syrup, -",Prescription Drug (RX)
26261,"Paracetamol, Solution for Injection (IM/IV), -",Prescription Drug (RX)
26262,"0.9% Sodium Chloride, Solution for IV Infusion, -",Prescription Drug (RX)
26263,"Thiamine (Vitamin B1)+ Pyridoxine (Vitamin B6) + Cyanocobalamin (Vitamin B12), Solution for Injection (IM), -",Prescription Drug (RX)
26264,"Metformin Hydrochloride, Prolonged-Release Tablet, -",Prescription Drug (RX)
26265,"Amoxicillin (as trihydrate), Capsule, Antibacterial (Penicillin)",Prescription Drug (RX)
26266,"Sildenafil (as citrate), Film Coated Tablet, -",Prescription Drug (RX)
26267,"Sitagliptin (as phosphate), Film-Coated Tablet, Dipeptidyl Peptidase 4 (DPP-4) Inhibitor",Prescription Drug (Rx)
26268,"Azacitidine, Lyophilized Powder for Injection (IV/SC), -",Prescription Drug (RX)
26269,"Empagliflozin, Film-Coated Tablet, -",Prescription Drug (RX)
26270,"Empagliflozin, Film-Coated Tablet, -",Prescription Drug (RX)
26271,"Miconazole (as nitrate), Topical Cream, Antifungal",Over-the-Counter (OTC) Drug
26272,"Levetiracetam, Solution for Injection (I.V.), -",Prescription Drug (RX)
26273,"Citicoline (as sodium), Film-Coated Tablet, -",Prescription Drug (RX)
26274,"Dexketoprofen (as Trometamol), Solution For Injection (IM/IV), -",Prescription Drug (RX)
26275,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC)
26276,"Gadoteric Acid, Solution for Injection (I.V.), -",Prescription Drug (RX)
26277,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC)
26278,"Sulfur, Topical Ointment, -",Household Remedy (HR)
26279,"Diphenhydramine Hydrochloride, Capsule, -",Over-the-Counter (OTC) Drug
26280,"Metformin Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
26281,"Ibrutinib, Capsule, -",Prescription Drug (RX)
26282,"Cetrorelix (as acetate), Lyophilized Powder for Injection (S.C.), -",Prescription Drug (RX)
26283,"Chlorhexidine Gluconate, Solution, -",Over-the-Counter (OTC)
26284,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
26285,"Phenylpropanolamine + Paracetamol, Tablet, -",Over-the-Counter (OTC)
26286,"Montelukast (as sodium) + Levocetirizine hydrochloride, Film-Coated Tablet, Leukotriene Receptor Antagonist-Antihistamine Combination",Prescription Drug (RX)
26287,"Methyl Salicylate + Menthol + Camphor, Ointment Stick (Ginger and
Patchouli Scent), -",Household Remedy (HR)
26288,"Multivitamins+ Iron + L-Lysine, Syrup (Oral Drops)
(Caramel Flavor), -",Over-the-Counter (OTC)
26289,"Vildagliptin, Tablet, -",Prescription Drug (RX)
26290,"Vancomycin (as hydrochloride), Powder for Injection (I.V.), -",Prescription Drug (RX)
26291,"Vancomycin (as hydrochloride), Powder for Injection (I.V.), -",Prescription Drug (RX)
26292,"Dopamine Hydrochloride, Solution for Injection for I.V. Infusion, Adrenergic and Dopaminergic Agent",Prescription Drug (RX)
26293,"Co-Amoxiclav, Powder for Oral Suspension (Orange 
Flavor), Antibacterial (Penicillin + Beta-Lactamase Inhibitor)",Prescription Drug (Rx)
26294,"Doxorubicin Hydrochloride, Lyophilized Powder for Injection (IV), Antineoplastic (Anthracycline and related substances)",Prescription Drug (Rx)
26295,"Ethyl Alcohol, Solution, -",Household Remedy (HR)
26296,"Petroleum Jelly, Topical Ointment, -",Household Remedy (HR)
26297,"Petroleum Jelly, Topical Ointment, -",Over-the-Counter (OTC)
26298,"Petroleum Jelly, Topical Ointment, -",Over-the-Counter (OTC)
26299,"Ethyl Alcohol, Solution, -",Household Remedy (HR)
26300,"Gliclazide, Modified Release Tablet, -",Prescription Drug (RX)
26301,"Gliclazide, Modified Release Tablet, -",Prescription Drug (RX)
26302,"Isopropyl Alcohol, Solution, -",Household Remedy (HR)
26303,"Ethyl Alcohol, Solution, -",Household Remedy (HR)
26304,"Glimepiride, Tablet, -",Prescription (Rx ) Drug
26305,"0.9% Sodium Chloride, Solution for Intravenous Infusion, -",Prescription (Rx)  Drug
26306,"0.9% Sodium Chloride, Solution for Intravenous Infusion, -",Prescription Drug (RX)
26307,"Epoetin Beta, Solution For Injection (IV/SC), -",Prescription Drug (RX)
26308,"Hedera helix (Ivy Leaf Powder Extract) + Glycyrrhiza glabra (Licorice Powder Extract) + Thymus vulgaris (Thyme Powder Extract), Syrup, Traditionally Used Herbal Product: Relief of cough 
and throat irritation.",Over-the-Counter (OTC)
26309,"Gabapentin, Capsule, -",Prescription Drug (RX)
26310,"Acetylcysteine, Granules For Oral Solution, -",Prescription Drug (RX)
26311,"Rosuvastatin (as calcium), Film Coated Tablet, -",Prescription Drug (RX)
26312,"Paracetamol, Solution for Infusion, -",Prescription Drug (RX)
26313,"Linezolid, Film-Coated Tablet, -",Prescription Drug (RX)
26314,"Sitagliptin (as phosphate monohydrate) + 
Metformin Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
26315,"Gabapentin, Capsule, Antiepileptic",Prescription Drug (RX)
26316,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
26317,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
26318,"Esomeprazole (as magnesium trihydrate), Enteric-Coated Tablet, -",Prescription Drug (RX)
26319,"Clobetasol propionate, Topical Cream, -",Prescription Drug (RX)
26320,"Ezetimibe + Simvastatin, Tablet, -",Prescription Drug (RX)
26321,"Bortezomib, Lyophilized Powder for Solution for Injection. (I.V./S.C.), -",Prescription Drug (RX)
26322,"Amino acids + Electrolytes + Glucose, Solution For I.V. Infusion, -",Prescription Drug (RX)
26323,"Co-Amoxiclav, Powder For Injection (IV), -",Prescription Drug (RX)
26324,"Iron (as Iron Sucrose), Solution for Injection (IV), -",Prescription Drug (RX)
26325,"Salbutamol (as sulafte) + Ipratropium Bromide, Solution For Inhalation, -",Prescription Drug (RX)
26326,"Ascorbic Acid + Zinc+ d-alpha Tocopheryl succinate (Vitamin E), Film-Coated Tablet, Vitamins / Mineral",Over-the-Counter (OTC) Drug
26327,"Citicoline (as sodium), FIlm- Coated Tablet, -",Prescription Drug (RX)
26328,"Citicoline (as sodium), Syrup, -",Prescription Drug (RX)
26329,"Citicoline (as sodium), Syrup, -",Prescription Drug (RX)
26330,"Irbesartan, Film-Coated Tablet, -",Prescription Drug (RX)
26331,"Citicoline, Syrup (Oral Drops), -",Prescription Drug (RX)
26332,"Sodium Bicarbonate, Tablet, -",Over-the-Counter (OTC) Drug
26333,"Rasagiline (as tartrate), Tablet, -",Prescription Drug (RX)
26334,"Vancomycin Hydrochloride, Powder For Injection I.V. Infusion, -",Prescription Drug (RX)
26335,"Vancomycin Hydrochloride, Powder for I.V. Infusion, -",Prescription Drug (Rx)
26336,"Azithromycin (as dihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26337,"Cefixime (As Trihydrate), Granules For Suspension, Antibacterial (Cephalosporin)",Prescription Drug (RX)
26338,"Gemcitabine (as Hydrochloride), Lyophilized Powder For Injection (I.V), Antineoplastic",Prescription Drug (RX)
26339,"Triamcinolone Acetonide + Neomycin (As Sulfate) + Gramicidin + Nystatin, Otic Suspension, Cortecosteroid/Antibacterial/Antifungal",Prescription Drug (RX)
26340,"Multivitamins + Iron, Capsule, Vitamins and Minerals",Over-The-Counter (OTC)
26341,"Doxorubicin Hydrochloride, Lyophilized Powder for Injection (IV), Antineoplastic (Anthracycline and related substances)",Prescription Drug (Rx)
26342,"Cisplatin, Solution For Injection (IV), Antineoplastic (Cell Cycle-Nonspecific Agent)",Prescription Drug (RX)
26343,"Losartan Potassium + Hydrochlorothiazide, Tablet, Angiotensin II Antagonist/ Diuretic",Prescription Drug (RX)
26344,"Tozinameran/Famtozinameran, Dispersion For Injection (IM), Vaccines",Prescription Drug (RX)
26345,"Isopropyl Alcohol, Topical Solution, -",Household Remedy (HR)
26346,"Isopropyl Alcohol, Topical Solution, -",Household Remedy (HR)
26347,"Cefoxitin (as sodium), Powder For Injection (IM/IV), -",Prescription Drug (RX)
