text,entities,lang
Ti kadawyan nga epekto ti Multivitamins With Lysine ket nangato ti bukol.,"[(26, 51, 'DRUG'), (56, 72, 'ADE')]",ilocano
Nakaramdamak ti nalidlidayak kalpasan ti panag-inom ko ti Dopamine hydrochloride.,"[(58, 80, 'DRUG'), (16, 28, 'ADE')]",ilocano
Adu ti agsao nga nangato ti bukol no ag-inom ti Rosuvastatin (as calcium)  + Ezetimibe.,"[(48, 86, 'DRUG'), (17, 33, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti nalidlidayak idi nag-inom ti Suxamethonium Chloride.,"[(57, 79, 'DRUG'), (28, 40, 'ADE')]",ilocano
Ti nasusukaak ket maysa a epekto ti Salbutamol (As Sulfate)+ Guaifenesin.,"[(36, 72, 'DRUG'), (3, 13, 'ADE')]",ilocano
"Idi ko inusar ti Calamine + Zinc Oxide, nagsang-atak ti nalidlidayak.","[(17, 38, 'DRUG'), (56, 68, 'ADE')]",ilocano
"Nakaramdamak ti kayat ko ti angin kalpasan ti panag-inom ko ti Human Papillomavrius Vaccine [Types 6, 11, 16, 18] (Recombinant, Adsorbed).","[(63, 137, 'DRUG'), (16, 33, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agpaspas ti puso idi nag-inom ti Paracetamol +Phenylephrine HCl + Chlorphenamine Maleate.,"[(61, 116, 'DRUG'), (28, 44, 'ADE')]",ilocano
In-experience ko ti adda pantal ko kalpasan ti Lercanidipine.,"[(47, 60, 'DRUG'), (20, 34, 'ADE')]",ilocano
"Gapu ti Thiamine mononitrate (Vitamin B) + Pyridoxine 
hydrochloride (Vitamin B6) + Cyanocobalamin 
(Vitamin B12), nakaramdamak ti saanak makapanag-diges.","[(8, 115, 'DRUG'), (133, 155, 'ADE')]",ilocano
"Idi ko inusar ti Lamotrigine, nagsang-atak ti agsakit dagiti ul-ulok.","[(17, 28, 'DRUG'), (46, 68, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Betamethasone valerate, kanayonak a adda pantal ko.","[(26, 48, 'DRUG'), (62, 76, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Gliperide, kanayonak a naliday ti ulok.","[(26, 35, 'DRUG'), (49, 64, 'ADE')]",ilocano
"Gapu ti Purified Vero Cell Rabies Vaccine, nakaramdamak ti agkaroak.","[(8, 41, 'DRUG'), (59, 67, 'ADE')]",ilocano
In-experience ko ti nataltalged ti ngiwat kalpasan ti Betamethasone ( as dipropionate).,"[(54, 86, 'DRUG'), (20, 41, 'ADE')]",ilocano
Nariknak ti agsukak idi pinainomak ti Ipratropium Bromide + Salbutamol.,"[(38, 70, 'DRUG'), (12, 19, 'ADE')]",ilocano
Adu ti agsao nga agpaspas ti puso no ag-inom ti Electrolyte Solution.,"[(48, 68, 'DRUG'), (17, 33, 'ADE')]",ilocano
Nakaramdamak ti saanak makaturturog kalpasan ti panag-inom ko ti Abiraterone.,"[(65, 76, 'DRUG'), (16, 35, 'ADE')]",ilocano
Adu ti agsao nga agbutengak no ag-inom ti Sero-Tet.,"[(42, 50, 'DRUG'), (17, 27, 'ADE')]",ilocano
Nariknak ti saanak makapanag-diges idi pinainomak ti Cefuroxime(Axetil).,"[(53, 71, 'DRUG'), (12, 34, 'ADE')]",ilocano
Ti nasusukaak ket maysa a epekto ti Clindamycin As Phosphate.,"[(36, 60, 'DRUG'), (3, 13, 'ADE')]",ilocano
"Ti nalidlidayak ket maysa a epekto ti Ascorbic Acid + Colecalciferol (Vitamin D,) + Zinc.","[(38, 88, 'DRUG'), (3, 15, 'ADE')]",ilocano
Adu ti agsao nga agbutengak no ag-inom ti Methylprednisolone (as Sodium Succinate).,"[(42, 82, 'DRUG'), (17, 27, 'ADE')]",ilocano
In-experience ko ti agkarkarigatak kalpasan ti Montelukast ( As Sodium).,"[(47, 71, 'DRUG'), (20, 34, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti LORATADINE, kanayonak a adda pantal ko.","[(26, 36, 'DRUG'), (50, 64, 'ADE')]",ilocano
Nariknak ti nasusukaak idi pinainomak ti Magnesium Sulfate (As Heptahydrate).,"[(41, 76, 'DRUG'), (12, 22, 'ADE')]",ilocano
Nakaramdamak ti naliday ti ulok kalpasan ti panag-inom ko ti Temsirolimus.,"[(61, 73, 'DRUG'), (16, 31, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti kayat ko ti angin idi nag-inom ti Azithromycin (As Dihydrate).,"[(62, 89, 'DRUG'), (28, 45, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkarkarigatak idi nag-inom ti Cefixime (As Trihdyrate).,"[(59, 83, 'DRUG'), (28, 42, 'ADE')]",ilocano
Nakaramdamak ti agpaspas ti puso kalpasan ti panag-inom ko ti AZITHROMYCIN (as monohydrate).,"[(62, 91, 'DRUG'), (16, 32, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Olmesartan medoxomil + Amlodipine (as besilate), kanayonak a agsakit dagiti ul-ulok.","[(26, 73, 'DRUG'), (87, 109, 'ADE')]",ilocano
"Idi ko inusar ti Amlodipine (as Besilate)/ Losartan Potassium, nagsang-atak ti nalidlidayak.","[(17, 61, 'DRUG'), (79, 91, 'ADE')]",ilocano
"Gapu ti Aripiprazole, nakaramdamak ti nasusukaak.","[(8, 20, 'DRUG'), (38, 48, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agdirdirisak idi nag-inom ti Amlodipine (as Besilate) + Hydrochlorothiazide.,"[(57, 103, 'DRUG'), (28, 40, 'ADE')]",ilocano
"Gapu ti Cefuroxime (As Sodium, nakaramdamak ti saanak makaturturog.","[(8, 29, 'DRUG'), (47, 66, 'ADE')]",ilocano
"Idi ko inusar ti Dorzolamide (as Hydrochloride), nagsang-atak ti nalawag ti kita.","[(17, 47, 'DRUG'), (65, 80, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agpaspas ti puso idi nag-inom ti Citicoline (as Sodium).,"[(61, 83, 'DRUG'), (28, 44, 'ADE')]",ilocano
Adu ti agsao nga agdirdirisak no ag-inom ti 70% Isopropyl Alcohol.,"[(44, 65, 'DRUG'), (17, 29, 'ADE')]",ilocano
Nariknak ti agkurang ti init ko idi pinainomak ti Lacipidine.,"[(50, 60, 'DRUG'), (12, 31, 'ADE')]",ilocano
Ti adda pantal ko ket maysa a epekto ti Calcium (As Carbonate).,"[(40, 62, 'DRUG'), (3, 17, 'ADE')]",ilocano
"Nakaramdamak ti agsakit dagiti ul-ulok kalpasan ti panag-inom ko ti Camphor + Menthol + Methyl Salicylate +
Diphenhydramine (as hydrochloride) + Glycyrrhizic
Acid + Chlorhexidine.","[(68, 180, 'DRUG'), (16, 38, 'ADE')]",ilocano
Nakaramdamak ti agsakit ti ulok kalpasan ti panag-inom ko ti Lamivudine + Tenofovir disoproxil Fumarate + Dolutegravir (as sodium).,"[(61, 130, 'DRUG'), (16, 31, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Clotrimazole + Hydrocortisone ket naliday ti ulok.,"[(26, 55, 'DRUG'), (60, 75, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Zolpidem Tartrate ket agkaroak.,"[(26, 43, 'DRUG'), (48, 56, 'ADE')]",ilocano
"Gapu ti Mefenamic Acid, nakaramdamak ti nangato ti bukol.","[(8, 22, 'DRUG'), (40, 56, 'ADE')]",ilocano
In-experience ko ti nasusukaak kalpasan ti N-Acetyl-P-Aminophenol/ Chlorphenamine maleate/ Salicylamide/ Ascorbic Acid/ Phenylpropanolamine.,"[(43, 139, 'DRUG'), (20, 30, 'ADE')]",ilocano
"Gapu ti Multivitamins+ Minerals, nakaramdamak ti agsakit ti ulok.","[(8, 31, 'DRUG'), (49, 64, 'ADE')]",ilocano
Nakaramdamak ti agkaroak kalpasan ti panag-inom ko ti Soybean Oil + Avocado Oil Unsaponifiable.,"[(54, 94, 'DRUG'), (16, 24, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Dexmedetomidine (as hydrochloride) ket nalidlidayak.,"[(26, 60, 'DRUG'), (65, 77, 'ADE')]",ilocano
In-experience ko ti nalidlidayak kalpasan ti Vecuronium Bromide.,"[(45, 63, 'DRUG'), (20, 32, 'ADE')]",ilocano
"Ni nanang ket nakaramdam ti nalidlidayak idi nag-inom ti Paracetamol + Phenylpropanolamine HC1 
Chlorphenamine maleate.","[(57, 119, 'DRUG'), (28, 40, 'ADE')]",ilocano
Ti agkaroak ket maysa a epekto ti Co - Amoxiclav.,"[(34, 48, 'DRUG'), (3, 11, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Phenylpropanolamine Hydrochloride + Brompheniramine Maleate ket naliday ti ulok.,"[(26, 85, 'DRUG'), (90, 105, 'ADE')]",ilocano
"Gapu ti Solifenacin (as succinate), nakaramdamak ti agsakit dagiti ul-ulok.","[(8, 34, 'DRUG'), (52, 74, 'ADE')]",ilocano
Nakaramdamak ti agkurang ti init ko kalpasan ti panag-inom ko ti Pizotifen + Vitamin B Complex.,"[(65, 94, 'DRUG'), (16, 35, 'ADE')]",ilocano
Ti kayat ko ti angin ket maysa a epekto ti Vitamins B1 + B2 + B12 (see reverse for formulation).,"[(43, 95, 'DRUG'), (3, 20, 'ADE')]",ilocano
Nariknak ti nangato ti bukol idi pinainomak ti Fentanyl (as citrate) [Fentanyl Citrate 628 mcg equivalent to Fentanyl base 400 mcg].,"[(47, 131, 'DRUG'), (12, 28, 'ADE')]",ilocano
"Idi ko inusar ti Buclizine HCl + Multivitamins + Minerals (see formulation on reverse side), nagsang-atak ti agkarkarigatak.","[(17, 91, 'DRUG'), (109, 123, 'ADE')]",ilocano
Adu ti agsao nga saanak makaturturog no ag-inom ti Multivitamins + Zinc + Selenium.,"[(51, 82, 'DRUG'), (17, 36, 'ADE')]",ilocano
"Gapu ti Salbutamol+Guaifenesin, nakaramdamak ti agdirdirisak.","[(8, 30, 'DRUG'), (48, 60, 'ADE')]",ilocano
Ti agpaspas ti puso ket maysa a epekto ti Hydrocortisone (As Acetate) + Miconazole (As Nitrate).,"[(42, 95, 'DRUG'), (3, 19, 'ADE')]",ilocano
"Idi ko inusar ti Paracetamol + Propyphenazone + Anhydrous Caffeine, nagsang-atak ti nalidlidayak.","[(17, 66, 'DRUG'), (84, 96, 'ADE')]",ilocano
Nariknak ti saanak makaturturog idi pinainomak ti Benzoic Acid + Salicyclic Acid.,"[(50, 80, 'DRUG'), (12, 31, 'ADE')]",ilocano
Nakaramdamak ti agpaspas ti puso kalpasan ti panag-inom ko ti Clopido-M.,"[(62, 71, 'DRUG'), (16, 32, 'ADE')]",ilocano
Nakaramdamak ti nalawag ti kita kalpasan ti panag-inom ko ti Ambroxol.,"[(61, 69, 'DRUG'), (16, 31, 'ADE')]",ilocano
Ti kadawyan nga epekto ti VITEX NEGUNDO L. (LAGUNDI LEAF) ket nalawag ti kita.,"[(26, 57, 'DRUG'), (62, 77, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti saanak makapanag-diges idi nag-inom ti Clindamycin phosphate.,"[(67, 88, 'DRUG'), (28, 50, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkurang ti init ko idi nag-inom ti Triamcinolone acetonide.,"[(64, 87, 'DRUG'), (28, 47, 'ADE')]",ilocano
Nariknak ti saanak makaturturog idi pinainomak ti Hepatitis B Vaccine (rdna).,"[(50, 76, 'DRUG'), (12, 31, 'ADE')]",ilocano
"Idi ko inusar ti Arginine Hydrochloride, nagsang-atak ti nalawag ti kita.","[(17, 39, 'DRUG'), (57, 72, 'ADE')]",ilocano
Ti kadawyan nga epekto ti SENNA LEAVES (Cassia angustifolia) + SODIUM POTASSIUM TARTRATE (Rochelle Salt) + FLUID EXTRACT OF WORM SEEDS (Chenopodium ambrosioides) + FLUID EXTRACT OF PUMPKIN SEEDS (Cucurbita pepo Linne) + SODIUM BICARBONATE ket kayat ko ti angin.,"[(26, 238, 'DRUG'), (243, 260, 'ADE')]",ilocano
In-experience ko ti agsukak kalpasan ti Erdafitinib.,"[(40, 51, 'DRUG'), (20, 27, 'ADE')]",ilocano
In-experience ko ti agkarkarigatak kalpasan ti Retinol Palmitate (Vit. A) + Ascorbic Acid (Vit. C) + dl-Alpha Tocopheryl Acetate (Vit. E) + Zinc.,"[(47, 144, 'DRUG'), (20, 34, 'ADE')]",ilocano
Adu ti agsao nga agsakit ti ulok no ag-inom ti Inactivated Mesomycoplasma hyopneumoniae Vaccine (Vet.).,"[(47, 102, 'DRUG'), (17, 32, 'ADE')]",ilocano
Nakaramdamak ti agpaspas ti puso kalpasan ti panag-inom ko ti Edaravone.,"[(62, 71, 'DRUG'), (16, 32, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Haloperidol ket agbutengak.,"[(26, 37, 'DRUG'), (42, 52, 'ADE')]",ilocano
Ti kadawyan nga epekto ti PARACETAMOL + IBUPROFEN ket agpaspas ti puso.,"[(26, 49, 'DRUG'), (54, 70, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Phenylpropanolamine Hydrochloride + Phenylephrine 
Hydrochloride + Brompheniramine Maleate, kanayonak a agsukak.","[(26, 116, 'DRUG'), (130, 137, 'ADE')]",ilocano
"Idi ko inusar ti Amlodipine (as besilate) + Losartan Potassium, nagsang-atak ti nataltalged ti ngiwat.","[(17, 62, 'DRUG'), (80, 101, 'ADE')]",ilocano
In-experience ko ti adda pantal ko kalpasan ti Balanced Multiple Maintenance Solution With 5% Dextrose (Adult).,"[(47, 110, 'DRUG'), (20, 34, 'ADE')]",ilocano
Nakaramdamak ti agkarkarigatak kalpasan ti panag-inom ko ti BENZYL BENZOATE 25% LOTION.,"[(60, 86, 'DRUG'), (16, 30, 'ADE')]",ilocano
Ti agsakit dagiti ul-ulok ket maysa a epekto ti Omeprazole(As Sodium).,"[(48, 69, 'DRUG'), (3, 25, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Topotecan (as hydrochloride), kanayonak a adda pantal ko.","[(26, 54, 'DRUG'), (68, 82, 'ADE')]",ilocano
Nakaramdamak ti agpaspas ti puso kalpasan ti panag-inom ko ti Sitinox.,"[(62, 69, 'DRUG'), (16, 32, 'ADE')]",ilocano
Nakaramdamak ti saanak makapanag-diges kalpasan ti panag-inom ko ti Ustekinumab.,"[(68, 79, 'DRUG'), (16, 38, 'ADE')]",ilocano
In-experience ko ti agsakit dagiti ul-ulok kalpasan ti Paracetamol + Vitamin B1 + Vitamin B6 + Vitamin B12.,"[(55, 106, 'DRUG'), (20, 42, 'ADE')]",ilocano
Nariknak ti agsakit dagiti ul-ulok idi pinainomak ti Ascorbic Acid (as Calcium Ascorbate) + Zinc (Zinc Gluconate).,"[(53, 113, 'DRUG'), (12, 34, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti saanak makaturturog idi nag-inom ti Thiopental sodium.,"[(64, 81, 'DRUG'), (28, 47, 'ADE')]",ilocano
Nariknak ti agsakit ti ulok idi pinainomak ti Isoniazid + Pyridoxine Hydrochloride.,"[(46, 82, 'DRUG'), (12, 27, 'ADE')]",ilocano
"Gapu ti Phenylpropanolamine Hydrochloride/Brompheniramine Maleate, nakaramdamak ti agpaspas ti puso.","[(8, 65, 'DRUG'), (83, 99, 'ADE')]",ilocano
Adu ti agsao nga agsukak no ag-inom ti Esflurbiprofen.,"[(39, 53, 'DRUG'), (17, 24, 'ADE')]",ilocano
Nariknak ti agdirdirisak idi pinainomak ti Ascorbic Acid + Cholecalciferol + Zinc.,"[(43, 81, 'DRUG'), (12, 24, 'ADE')]",ilocano
Adu ti agsao nga agsakit ti ulok no ag-inom ti Contylan.,"[(47, 55, 'DRUG'), (17, 32, 'ADE')]",ilocano
"Idi ko inusar ti Diclofenac (as sodium), nagsang-atak ti naliday ti ulok.","[(17, 39, 'DRUG'), (57, 72, 'ADE')]",ilocano
Adu ti agsao nga nasusukaak no ag-inom ti Betahistine dihydrochloride.,"[(42, 69, 'DRUG'), (17, 27, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti nalidlidayak idi nag-inom ti Ranitidine (As Hydrochloride).,"[(57, 86, 'DRUG'), (28, 40, 'ADE')]",ilocano
Nakaramdamak ti saanak makapanag-diges kalpasan ti panag-inom ko ti Phyllanthus niruri L. (Meniran Whole Plant).,"[(68, 111, 'DRUG'), (16, 38, 'ADE')]",ilocano
Nariknak ti nangato ti bukol idi pinainomak ti Paricalcitol.,"[(47, 59, 'DRUG'), (12, 28, 'ADE')]",ilocano
In-experience ko ti agsakit ti ulok kalpasan ti Triamcinolone acetonide.,"[(48, 71, 'DRUG'), (20, 35, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkarkarigatak idi nag-inom ti Levobact.,"[(59, 67, 'DRUG'), (28, 42, 'ADE')]",ilocano
Adu ti agsao nga agdirdirisak no ag-inom ti Levofloxacin(As Hemihydrate).,"[(44, 72, 'DRUG'), (17, 29, 'ADE')]",ilocano
"Idi ko inusar ti Atropine sulfate, nagsang-atak ti agsakit dagiti ul-ulok.","[(17, 33, 'DRUG'), (51, 73, 'ADE')]",ilocano
"Idi ko inusar ti Azithromycin (Dihydrate), nagsang-atak ti naliday ti ulok.","[(17, 41, 'DRUG'), (59, 74, 'ADE')]",ilocano
Nariknak ti agkaroak idi pinainomak ti Levodopa + Carbidopa + Entacapone.,"[(39, 72, 'DRUG'), (12, 20, 'ADE')]",ilocano
Ti nalidlidayak ket maysa a epekto ti Travoprost.,"[(38, 48, 'DRUG'), (3, 15, 'ADE')]",ilocano
Nariknak ti nalawag ti kita idi pinainomak ti Amlodipine.,"[(46, 56, 'DRUG'), (12, 27, 'ADE')]",ilocano
Adu ti agsao nga agsakit ti ulok no ag-inom ti Lidocaine Hydrochloride.,"[(47, 70, 'DRUG'), (17, 32, 'ADE')]",ilocano
Nakaramdamak ti nalawag ti kita kalpasan ti panag-inom ko ti Butamirate citrate.,"[(61, 79, 'DRUG'), (16, 31, 'ADE')]",ilocano
"Ni nanang ket nakaramdam ti nalidlidayak idi nag-inom ti Budesonide/Glycopyrronium (as bromide)/ 
Formoterol fumarate (as dihydrate).","[(57, 132, 'DRUG'), (28, 40, 'ADE')]",ilocano
Nakaramdamak ti saanak makaturturog kalpasan ti panag-inom ko ti Esomeprazole(As Sodium).,"[(65, 88, 'DRUG'), (16, 35, 'ADE')]",ilocano
"Gapu ti Azelastine hydrochloride + Fluticasone propionate, nakaramdamak ti agsukak.","[(8, 57, 'DRUG'), (75, 82, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Diclofenac Sodium ket agsukak.,"[(26, 43, 'DRUG'), (48, 55, 'ADE')]",ilocano
Ti kayat ko ti angin ket maysa a epekto ti Selenium.,"[(43, 51, 'DRUG'), (3, 20, 'ADE')]",ilocano
Adu ti agsao nga nangato ti bukol no ag-inom ti Magnesium Sulfate (as heptahydrate).,"[(48, 83, 'DRUG'), (17, 33, 'ADE')]",ilocano
"Gapu ti Eraxis, nakaramdamak ti agbutengak.","[(8, 14, 'DRUG'), (32, 42, 'ADE')]",ilocano
"Nariknak ti nangato ti bukol idi pinainomak ti Moxifloxacin (as hydrochloride) + Dexamethasone
phosphate (as sodium).","[(47, 117, 'DRUG'), (12, 28, 'ADE')]",ilocano
In-experience ko ti nataltalged ti ngiwat kalpasan ti Sugammadex.,"[(54, 64, 'DRUG'), (20, 41, 'ADE')]",ilocano
Nariknak ti saanak makaturturog idi pinainomak ti Ceftriaxone (as sodium) + Sulbactam (as sodium).,"[(50, 97, 'DRUG'), (12, 31, 'ADE')]",ilocano
"Gapu ti D-Alpha Tocopherol (Vitamin E), nakaramdamak ti agkarkarigatak.","[(8, 38, 'DRUG'), (56, 70, 'ADE')]",ilocano
"Gapu ti Cholera Vaccine (Inactivated, Oral), nakaramdamak ti saanak makapanag-diges.","[(8, 43, 'DRUG'), (61, 83, 'ADE')]",ilocano
Nakaramdamak ti nalidlidayak kalpasan ti panag-inom ko ti Sitagliptin (as phosphate) + Metformin hydrochloride.,"[(58, 110, 'DRUG'), (16, 28, 'ADE')]",ilocano
"Ti kadawyan nga epekto ti Combined Diphtheria, Tetanus, Acellular Pertussis Vaccine, Adsorbed ket saanak makapanag-diges.","[(26, 93, 'DRUG'), (98, 120, 'ADE')]",ilocano
"Idi ko inusar ti Hydrocortisone (as sodium succinate), nagsang-atak ti agkarkarigatak.","[(17, 53, 'DRUG'), (71, 85, 'ADE')]",ilocano
Adu ti agsao nga nalawag ti kita no ag-inom ti Dexamethasone (as sodium phosphate).,"[(47, 82, 'DRUG'), (17, 32, 'ADE')]",ilocano
In-experience ko ti agkarkarigatak kalpasan ti Human Fibrinogen + Human Thrombin.,"[(47, 80, 'DRUG'), (20, 34, 'ADE')]",ilocano
Nakaramdamak ti kayat ko ti angin kalpasan ti panag-inom ko ti Rifampicin + Isoniazid (Rimactazid) and Ethambutol.,"[(63, 113, 'DRUG'), (16, 33, 'ADE')]",ilocano
Nakaramdamak ti kayat ko ti angin kalpasan ti panag-inom ko ti AmLodipine Besylate.,"[(63, 82, 'DRUG'), (16, 33, 'ADE')]",ilocano
"Ti kadawyan nga epekto ti Ascorbic Acid + Colecalciferol (Vitamin D,) + Zinc ket adda pantal ko.","[(26, 76, 'DRUG'), (81, 95, 'ADE')]",ilocano
Nariknak ti kayat ko ti angin idi pinainomak ti Oxytetracycline (as hydrochloride) + Polymyxin B Sulfate.,"[(48, 104, 'DRUG'), (12, 29, 'ADE')]",ilocano
"Idi ko inusar ti Iomeprol, nagsang-atak ti agkaroak.","[(17, 25, 'DRUG'), (43, 51, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti Zinc Sulfate (as monohydrate).,"[(61, 90, 'DRUG'), (28, 44, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Tramadol hydrochloride + Paracetamol ket agdirdirisak.,"[(26, 62, 'DRUG'), (67, 79, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkaroak idi nag-inom ti Ropinirole Hydrochloride.,"[(53, 77, 'DRUG'), (28, 36, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti nataltalged ti ngiwat idi nag-inom ti CARVEDILOL.,"[(66, 76, 'DRUG'), (28, 49, 'ADE')]",ilocano
Nakaramdamak ti saanak makaturturog kalpasan ti panag-inom ko ti Zonisamide.,"[(65, 75, 'DRUG'), (16, 35, 'ADE')]",ilocano
"Gapu ti Methyl salicylate + Camphor + Menthol + Eucalyptus 
Oil + Capsicum, nakaramdamak ti naliday ti ulok.","[(8, 74, 'DRUG'), (92, 107, 'ADE')]",ilocano
"Idi ko inusar ti Peridon, nagsang-atak ti nangato ti bukol.","[(17, 24, 'DRUG'), (42, 58, 'ADE')]",ilocano
"In-experience ko ti agdirdirisak kalpasan ti Sambucus nigra L. (Elder Flower) Primula veris L. and Primula elatior (L.) Hill (Primula flower with calyx) 
Rumex crispus L. (Common sorrel herb) 
Verbena officinalis L. (Verbena herb) Gentiana lutea L. (Gentian root).","[(45, 265, 'DRUG'), (20, 32, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Atorvastatin(as Calcium Trihydrate), kanayonak a saanak makapanag-diges.","[(26, 61, 'DRUG'), (75, 97, 'ADE')]",ilocano
"Ti agsakit ti ulok ket maysa a epekto ti Tobramycin (as sulfate) + Dexamethasone 
(as sodium phosphate).","[(41, 104, 'DRUG'), (3, 18, 'ADE')]",ilocano
"Idi ko inusar ti N-Acetyl Aspartyl Glutamic Acid Sodium Salt, nagsang-atak ti agsakit dagiti ul-ulok.","[(17, 60, 'DRUG'), (78, 100, 'ADE')]",ilocano
"Ti kadawyan nga epekto ti Paracetamol + Thiamine (Vitamin B1) + Pyridoxine. 
(Vitamin B6) + Cyanocobalamin (Vitamin B12) ket saanak makaturturog.","[(26, 120, 'DRUG'), (125, 144, 'ADE')]",ilocano
"Idi ko inusar ti Ascorbic Acid (as Calcium Ascorbate and Sodium Ascorbate), nagsang-atak ti agkurang ti init ko.","[(17, 74, 'DRUG'), (92, 111, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Dextrose In Water, kanayonak a agkurang ti init ko.","[(26, 43, 'DRUG'), (57, 76, 'ADE')]",ilocano
"Gapu ti Calfactant, nakaramdamak ti naliday ti ulok.","[(8, 18, 'DRUG'), (36, 51, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkaroak idi nag-inom ti Cholecalciferol (Vitamin D3) + Minerals.,"[(53, 92, 'DRUG'), (28, 36, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Eucalyptus Oil, kanayonak a agsakit dagiti ul-ulok.","[(26, 40, 'DRUG'), (54, 76, 'ADE')]",ilocano
Ti nangato ti bukol ket maysa a epekto ti Ferrous fumarate + Folic Acid (Vitamin B9).,"[(42, 84, 'DRUG'), (3, 19, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti saanak makapanag-diges idi nag-inom ti FLUOROMETHOLONE ACETATE.,"[(67, 90, 'DRUG'), (28, 50, 'ADE')]",ilocano
In-experience ko ti nangato ti bukol kalpasan ti Clostridium botulinum Type A Toxin.,"[(49, 83, 'DRUG'), (20, 36, 'ADE')]",ilocano
"Idi ko inusar ti Dasatinib, nagsang-atak ti kayat ko ti angin.","[(17, 26, 'DRUG'), (44, 61, 'ADE')]",ilocano
"Idi ko inusar ti Moxifloxacin, nagsang-atak ti agkurang ti init ko.","[(17, 29, 'DRUG'), (47, 66, 'ADE')]",ilocano
"Adu ti agsao nga agdirdirisak no ag-inom ti Beclometasone diproprionate + 
dihydrate Glycopyrronium bromide..","[(44, 108, 'DRUG'), (17, 29, 'ADE')]",ilocano
"Gapu ti Trelagliptin (as succinate), nakaramdamak ti nataltalged ti ngiwat.","[(8, 35, 'DRUG'), (53, 74, 'ADE')]",ilocano
"Ti kadawyan nga epekto ti Thiamine (Vitamin B1)+ Pyridoxine (Vitamin B6) +
Cyanocobalamin (Vitamin B12) + Iron ket nalidlidayak.","[(26, 111, 'DRUG'), (116, 128, 'ADE')]",ilocano
"Idi ko inusar ti Mometasone (as Furoate), nagsang-atak ti kayat ko ti angin.","[(17, 40, 'DRUG'), (58, 75, 'ADE')]",ilocano
"Gapu ti Invanz, nakaramdamak ti nasusukaak.","[(8, 14, 'DRUG'), (32, 42, 'ADE')]",ilocano
"Idi ko inusar ti Glycerin, nagsang-atak ti agsakit ti ulok.","[(17, 25, 'DRUG'), (43, 58, 'ADE')]",ilocano
Adu ti agsao nga agsakit ti ulok no ag-inom ti Ascorbic Acid (As Sodium Ascorbate) + Zinc.,"[(47, 89, 'DRUG'), (17, 32, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Ribociclib (As Succinate), kanayonak a adda pantal ko.","[(26, 51, 'DRUG'), (65, 79, 'ADE')]",ilocano
Nariknak ti nataltalged ti ngiwat idi pinainomak ti Adapalene + Clindamycin (as Phosphate).,"[(52, 90, 'DRUG'), (12, 33, 'ADE')]",ilocano
Ti kadawyan nga epekto ti PIRACETAM ket agsakit ti ulok.,"[(26, 35, 'DRUG'), (40, 55, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Thiamine Hydrochloride (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin. (Vitamin B12), kanayonak a nataltalged ti ngiwat.","[(26, 133, 'DRUG'), (147, 168, 'ADE')]",ilocano
"Idi ko inusar ti Ascorbic Acid + Zinc +Cholecalciferol (Vitamin D3), nagsang-atak ti agsukak.","[(17, 67, 'DRUG'), (85, 92, 'ADE')]",ilocano
Nakaramdamak ti adda pantal ko kalpasan ti panag-inom ko ti Amlodipine (as besilate) + Valsartan + Rosuvastatin (as calcium).,"[(60, 124, 'DRUG'), (16, 30, 'ADE')]",ilocano
